time_mandante,time_visitante,proporcao_sucesso_mandante,proporcao_sucesso_visitante,gols_mandante,gols_visitante
AC Milan,FC Liverpool,1.54,1.87,1,2
FC Bayern Munique,Sport Lisboa e Benfica,1.93,1.92,5,2
FC Bayern Munique,Dínamo Kiev,1.93,1.93,5,0
FC Bayern Munique,Red Bull Salzburg,1.93,1.49,7,1
FC Bayern Munique,FC Villarreal,1.93,1.55,1,1
FC Bayern Munique,FC Barcelona,1.93,2.14,3,0
AFC Ajax,Besiktas JK,1.48,3,2,0
AFC Ajax,Sporting CP,1.48,2.24,4,2
AFC Ajax,Sport Lisboa e Benfica,1.48,1.92,0,1
AFC Ajax,Borussia Dortmund,1.48,2.01,4,0
Dínamo Kiev,FC Barcelona,1.93,2.14,0,1
Dínamo Kiev,Sport Lisboa e Benfica,1.93,1.92,0,0
Dínamo Kiev,FC Bayern Munique,1.93,1.93,1,2
Inter de Milão,FC Sheriff Tiraspol,1.92,1.32,3,1
Inter de Milão,Shakhtar Donetsk,1.92,2.08,2,0
Inter de Milão,FC Liverpool,1.92,1.87,0,2
Inter de Milão,Real Madrid CF,1.92,2.01,0,1
Real Madrid CF,Shakhtar Donetsk,2.01,2.08,2,1
Real Madrid CF,Manchester City FC,2.01,2.35,3,1
Real Madrid CF,FC Sheriff Tiraspol,2.01,1.32,1,2
Real Madrid CF,Inter de Milão,2.01,1.92,2,0
Real Madrid CF,FC Paris Saint-Germain,2.01,1.96,3,1
Real Madrid CF,Chelsea FC,2.01,1.68,2,3
Red Bull Salzburg,VfL Wolfsburg,1.49,1.8,3,1
Red Bull Salzburg,Sevilla FC,1.49,1.53,1,0
Red Bull Salzburg,LOSC Lille,1.49,1.93,2,1
Red Bull Salzburg,FC Bayern Munique,1.49,1.93,1,1
FC Sheriff Tiraspol,Shakhtar Donetsk,1.32,2.08,2,0
FC Sheriff Tiraspol,Inter de Milão,1.32,1.92,1,3
FC Sheriff Tiraspol,Real Madrid CF,1.32,2.01,0,3
Malmö FF,Chelsea FC,1.64,1.68,0,1
Malmö FF,Juventus FC,1.64,1.85,0,3
Malmö FF,Zenit São Petersburgo,1.64,1.91,1,1
Chelsea FC,Zenit São Petersburgo,1.68,1.91,1,0
Chelsea FC,Malmö FF,1.68,1.64,4,0
Chelsea FC,LOSC Lille,1.68,1.93,2,0
Chelsea FC,Juventus FC,1.68,1.85,4,0
Chelsea FC,Real Madrid CF,1.68,2.01,1,3
Shakhtar Donetsk,Real Madrid CF,2.08,2.01,0,5
Shakhtar Donetsk,FC Sheriff Tiraspol,2.08,1.32,1,1
Shakhtar Donetsk,Inter de Milão,2.08,1.92,0,0
Futebol Clube do Porto,FC Liverpool,2.02,1.87,1,5
Futebol Clube do Porto,AC Milan,2.02,1.54,1,0
Futebol Clube do Porto,Atlético de Madrid,2.02,1.91,1,3
Atalanta BC,BSC Young Boys,1.59,1.78,1,0
Atalanta BC,FC Villarreal,1.59,1.55,2,3
Atalanta BC,Manchester United FC,1.59,2.09,2,2
Juventus FC,FC Villarreal,1.85,1.55,0,3
Juventus FC,Chelsea FC,1.85,1.68,1,0
Juventus FC,Zenit São Petersburgo,1.85,1.91,4,2
Juventus FC,Malmö FF,1.85,1.64,1,0
FC Barcelona,Inter de Milão,2.14,1.92,3,3
FC Barcelona,FC Bayern Munique,2.14,1.93,0,3
FC Barcelona,FC Viktoria Plzen,2.14,1.49,5,1
RB Leipzig,Celtic FC,2.04,1.77,3,1
RB Leipzig,Shakhtar Donetsk,2.04,,1,4
RB Leipzig,Manchester City FC,2.04,2.35,1,1
RB Leipzig,Real Madrid CF,2.04,2.01,3,2
Shakhtar Donetsk,Real Madrid CF,,2.01,1,1
Shakhtar Donetsk,RB Leipzig,,2.04,0,4
Shakhtar Donetsk,Celtic FC,,1.77,1,1
Borussia Dortmund,FC Copenhagen,2.01,1.92,3,0
Borussia Dortmund,Manchester City FC,2.01,2.35,0,0
Borussia Dortmund,Chelsea FC,2.01,1.68,1,0
Borussia Dortmund,Sevilla FC,2.01,1.53,1,1
Maccabi Haifa,FC Paris Saint-Germain,1.31,1.96,1,3
Maccabi Haifa,Sport Lisboa e Benfica,1.31,1.92,1,6
Maccabi Haifa,Juventus FC,1.31,1.85,2,0
Club Brugge,Bayer 04 Leverkusen,1.69,1.6,1,0
Club Brugge,Futebol Clube do Porto,1.69,2.02,0,4
Club Brugge,Sport Lisboa e Benfica,1.69,1.92,0,2
Club Brugge,Atlético de Madrid,1.69,1.91,2,0
Napoli,AC Milan,1.73,1.54,1,1
Napoli,AFC Ajax,1.73,1.48,4,2
Napoli,Rangers FC,1.73,1.85,3,0
Napoli,SG Eintracht Frankfurt,1.73,1.96,3,0
Napoli,FC Liverpool,1.73,1.87,4,1
Bayer 04 Leverkusen,Futebol Clube do Porto,1.6,2.02,0,3
Bayer 04 Leverkusen,Atlético de Madrid,1.6,1.91,2,0
Bayer 04 Leverkusen,Club Brugge,1.6,1.69,0,0
Sevilla FC,Manchester City FC,1.53,2.35,0,4
Sevilla FC,Borussia Dortmund,1.53,2.01,1,4
Sevilla FC,FC Copenhagen,1.53,1.92,3,0
FC Paris Saint-Germain,Juventus FC,1.96,1.85,2,1
FC Paris Saint-Germain,FC Bayern Munique,1.96,1.93,0,1
FC Paris Saint-Germain,Maccabi Haifa,1.96,1.31,7,2
FC Paris Saint-Germain,Sport Lisboa e Benfica,1.96,1.92,1,1
Atlético de Madrid,Bayer 04 Leverkusen,1.91,1.6,2,2
Atlético de Madrid,Futebol Clube do Porto,1.91,2.02,2,1
Atlético de Madrid,Club Brugge,1.91,1.69,0,0
FC Liverpool,Real Madrid CF,1.87,2.01,2,5
FC Liverpool,Rangers FC,1.87,1.85,2,0
FC Liverpool,Napoli,1.87,1.73,2,0
FC Liverpool,AFC Ajax,1.87,1.48,2,1
Manchester City FC,FC Copenhagen,2.35,1.92,5,0
Manchester City FC,Real Madrid CF,2.35,2.01,4,0
Manchester City FC,RB Leipzig,2.35,2.04,7,0
Manchester City FC,Borussia Dortmund,2.35,2.01,2,1
Manchester City FC,FC Bayern Munique,2.35,1.93,3,0
Manchester City FC,Sevilla FC,2.35,1.53,3,1
Sport Lisboa e Benfica,Maccabi Haifa,1.92,1.31,2,0
Sport Lisboa e Benfica,FC Paris Saint-Germain,1.92,1.96,1,1
Sport Lisboa e Benfica,Inter de Milão,1.92,1.92,0,2
Sport Lisboa e Benfica,Juventus FC,1.92,1.85,4,3
Sport Lisboa e Benfica,Club Brugge,1.92,1.69,5,1
Sporting CP,"Tottenham Hotspur ",2.24,1.81,2,0
Sporting CP,Olympique Marselha,2.24,1.59,0,2
Sporting CP,SG Eintracht Frankfurt,2.24,1.96,1,2
AC Milan,Napoli,1.54,1.73,1,0
AC Milan,Chelsea FC,1.54,1.68,0,2
AC Milan,Inter de Milão,1.54,1.92,0,2
AC Milan,GNK Dinamo Zagreb,1.54,1.91,3,1
AC Milan,Red Bull Salzburg,1.54,1.49,4,0
AC Milan,"Tottenham Hotspur ",1.54,1.81,1,0
FC Bayern Munique,Inter de Milão,1.93,1.92,2,0
FC Bayern Munique,FC Barcelona,1.93,2.14,2,0
FC Bayern Munique,FC Viktoria Plzen,1.93,1.49,5,0
FC Bayern Munique,FC Paris Saint-Germain,1.93,1.96,2,0
FC Bayern Munique,Manchester City FC,1.93,2.35,1,1
FC Copenhagen,Borussia Dortmund,1.92,2.01,1,1
FC Copenhagen,Manchester City FC,1.92,2.35,0,0
FC Copenhagen,Sevilla FC,1.92,1.53,0,0
AFC Ajax,Rangers FC,1.48,1.85,4,0
AFC Ajax,FC Liverpool,1.48,1.87,0,3
AFC Ajax,Napoli,1.48,1.73,1,6
Inter de Milão,Futebol Clube do Porto,1.92,2.02,1,0
Inter de Milão,FC Viktoria Plzen,1.92,1.49,4,0
Inter de Milão,AC Milan,1.92,1.54,1,0
Inter de Milão,FC Bayern Munique,1.92,1.93,0,2
Inter de Milão,Sport Lisboa e Benfica,1.92,1.92,3,3
Inter de Milão,FC Barcelona,1.92,2.14,1,0
Celtic FC,Real Madrid CF,1.77,2.01,0,3
Celtic FC,RB Leipzig,1.77,2.04,0,2
Celtic FC,Shakhtar Donetsk,1.77,,1,1
Real Madrid CF,RB Leipzig,2.01,2.04,2,0
Real Madrid CF,FC Liverpool,2.01,1.87,1,0
Real Madrid CF,Celtic FC,2.01,1.77,5,1
Real Madrid CF,Chelsea FC,2.01,1.68,2,0
Real Madrid CF,Manchester City FC,2.01,2.35,1,1
Real Madrid CF,Shakhtar Donetsk,2.01,,2,1
Olympique Marselha,SG Eintracht Frankfurt,1.59,1.96,0,1
Olympique Marselha,"Tottenham Hotspur ",1.59,1.81,1,2
Olympique Marselha,Sporting CP,1.59,2.24,4,1
Red Bull Salzburg,AC Milan,1.49,1.54,1,1
Red Bull Salzburg,GNK Dinamo Zagreb,1.49,1.91,1,0
Red Bull Salzburg,Chelsea FC,1.49,1.68,1,2
FC Viktoria Plzen,Inter de Milão,1.49,1.92,0,2
FC Viktoria Plzen,FC Bayern Munique,1.49,1.93,2,4
FC Viktoria Plzen,FC Barcelona,1.49,2.14,2,4
"Tottenham Hotspur ",Olympique Marselha,1.81,1.59,2,0
"Tottenham Hotspur ",SG Eintracht Frankfurt,1.81,1.96,3,2
"Tottenham Hotspur ",AC Milan,1.81,1.54,0,0
"Tottenham Hotspur ",Sporting CP,1.81,2.24,1,1
SG Eintracht Frankfurt,Sporting CP,1.96,2.24,0,3
SG Eintracht Frankfurt,Napoli,1.96,1.73,0,2
SG Eintracht Frankfurt,Olympique Marselha,1.96,1.59,2,1
SG Eintracht Frankfurt,"Tottenham Hotspur ",1.96,1.81,0,0
Rangers FC,Napoli,1.85,1.73,0,3
Rangers FC,FC Liverpool,1.85,1.87,1,7
Rangers FC,AFC Ajax,1.85,1.48,1,3
GNK Dinamo Zagreb,Chelsea FC,1.91,1.68,1,0
GNK Dinamo Zagreb,Red Bull Salzburg,1.91,1.49,1,1
GNK Dinamo Zagreb,AC Milan,1.91,1.54,0,4
Chelsea FC,Red Bull Salzburg,1.68,1.49,1,1
Chelsea FC,Borussia Dortmund,1.68,2.01,2,0
Chelsea FC,AC Milan,1.68,1.54,3,0
Chelsea FC,GNK Dinamo Zagreb,1.68,1.91,2,1
Chelsea FC,Real Madrid CF,1.68,2.01,0,2
Futebol Clube do Porto,Club Brugge,2.02,1.69,0,4
Futebol Clube do Porto,Inter de Milão,2.02,1.92,0,0
Futebol Clube do Porto,Bayer 04 Leverkusen,2.02,1.6,2,0
Futebol Clube do Porto,Atlético de Madrid,2.02,1.91,2,1
Juventus FC,FC Paris Saint-Germain,1.85,1.96,1,2
Juventus FC,Sport Lisboa e Benfica,1.85,1.92,1,2
Juventus FC,Maccabi Haifa,1.85,1.31,3,1
